id,p1,p2,winner,score,turns,time
216281564,0,0,1,25,54,895145
216281564,0,0,2,25,107,1667022
216281564,0,0,2,25,125,2044849
216281564,0,0,1,25,97,1641955
216281564,0,0,1,32,34,771471
216281564,0,0,2,34,49,844309
216281564,0,0,2,25,54,1020591
216281564,0,0,2,35,94,1462701
216281564,0,0,1,27,132,2021618
216281564,0,0,2,28,75,1502472
216281564,0,0,1,37,19,602890
216281564,0,0,2,31,52,1011157
216281564,0,0,1,26,131,2046574
216281564,0,0,2,29,105,1758783
216281564,0,0,2,31,80,1279498
216281564,0,0,2,25,88,1440436
216281564,0,0,1,25,98,1627781
216281564,0,0,1,31,54,957081
216281564,0,0,1,25,96,1480435
216281564,0,0,2,25,52,928133
216281563,0,0,1,25,87,1497142
216281563,0,0,1,32,95,1395417
216281563,0,0,2,25,88,1421879
216281563,0,0,2,25,98,1922080
216281563,0,0,1,32,39,868643
216281563,0,0,1,25,106,1589220
216281563,0,0,2,25,68,1218976
216281563,0,0,2,33,81,1503009
216281563,0,0,2,33,81,1292518
216281563,0,0,1,25,143,2213434
216281563,0,0,2,25,145,2178090
216281563,0,0,2,27,97,1542312
216281563,0,0,2,25,80,1210328
216281563,0,0,2,27,98,1675960
216281563,0,0,1,26,124,1790280
216281563,0,0,1,26,100,1426706
216281562,0,0,1,25,108,1725095
216281562,0,0,2,25,115,1750645
216281562,0,0,1,27,148,2332622
216281562,0,0,2,25,105,2013864
216281562,0,0,2,25,84,1259598
216281562,0,0,1,26,129,2012938
216281562,0,0,2,29,85,1250249
216281562,0,0,2,25,114,1837840
216281562,0,0,2,27,144,2287214
216281562,0,0,2,26,90,1468057
216281562,0,0,2,25,81,1353691
216281562,0,0,2,28,128,1881534
216281562,0,0,2,28,120,1752867
216281562,0,0,1,26,100,1745845
216281562,0,0,2,25,117,1763800
216281561,0,0,1,26,89,1476901
216281561,0,0,1,30,102,1870400
216281561,0,0,1,30,78,1211976
216281561,0,0,2,32,65,1018919
216281561,0,0,1,25,79,1310656
216281561,0,0,2,31,44,799527
216281561,0,0,2,27,61,1025208
216281561,0,0,1,30,125,1963304
216281561,0,0,1,27,73,1850058
216281561,0,0,1,25,81,1286827
216281561,0,0,1,25,90,1863295
216281561,0,0,1,25,146,2100111
216281561,0,0,1,25,134,2055277
216281561,0,0,2,25,53,985699
216281561,0,0,1,29,94,1395886
216281560,0,0,2,28,115,1669130
216281560,0,0,2,26,65,997307
216281560,0,0,2,25,72,1137060
216281560,0,0,1,26,122,1993457
216281560,0,0,1,30,103,1561746
216281560,0,0,1,30,109,1712684
216281560,0,0,2,25,95,1576195
216281560,0,0,1,29,93,1492658
216281560,0,0,2,25,100,1487231
216281560,0,0,1,27,127,1855594
216281560,0,0,2,26,142,7457541
216281560,0,0,2,25,87,1368400
216281560,0,0,1,25,98,1815056
216281560,0,0,2,26,101,1671940
216281560,0,0,1,25,84,1388040
216281560,0,0,2,29,67,1080896
216281559,0,0,1,28,48,1003264
216281559,0,0,2,28,115,2207451
216281559,0,0,2,28,47,923701
216281559,0,0,2,29,85,1480392
216281559,0,0,2,25,106,1824401
216281559,0,0,2,25,116,1933025
216281559,0,0,1,25,84,1334409
216281559,0,0,1,32,108,1587274
216281559,0,0,2,25,131,2250318
216281559,0,0,2,25,85,1418800
216281559,0,0,1,25,71,1155721
216281559,0,0,2,25,101,1437120
216281559,0,0,1,25,124,1836083
216281559,0,0,1,29,90,1494799
216281559,0,0,2,25,125,1872059
216281559,0,0,2,25,106,1660634
216281559,0,0,2,28,125,1986943
216281559,0,0,2,28,167,2734361
216281558,0,0,2,31,84,1510965
216281558,0,0,1,25,113,1713756
216281558,0,0,1,25,64,1182551
216281558,0,0,2,25,134,2336932
216281558,0,0,1,33,47,912849
216281558,0,0,1,25,107,1823469
216281558,0,0,1,25,100,1617151
216281558,0,0,2,27,96,1505269
216281558,0,0,1,27,144,2195642
216281558,0,0,2,25,107,1699456
216281558,0,0,1,25,80,1247108
216281558,0,0,1,25,121,1720203
216281558,0,0,2,29,68,1088920
216281558,0,0,1,27,90,1840359
216281558,0,0,1,26,75,1165028
216281558,0,0,1,25,108,1459744
216281558,0,0,1,25,145,2359227
216281558,0,0,2,25,108,1768043
216281558,0,0,1,25,94,1447045
216281557,0,0,2,27,73,1354016
216281557,0,0,1,26,108,1757894
216281557,0,0,1,25,109,1640206
216281557,0,0,1,25,102,1839369
216281557,0,0,2,25,136,2245395
216281557,0,0,2,28,91,1472563
216281557,0,0,2,25,46,928069
216281557,0,0,2,35,69,1175451
216281557,0,0,2,38,33,663020
216281557,0,0,1,30,54,932467
216281557,0,0,1,25,58,964292
216281557,0,0,2,25,125,1813735
216281557,0,0,2,25,78,1299704
216281557,0,0,2,25,89,1584928
216281557,0,0,2,32,70,1104442
216281557,0,0,2,25,106,1553980
216281557,0,0,2,28,55,915705
216281557,0,0,1,25,97,1497999
216281557,0,0,2,31,103,1775214
216281557,0,0,1,28,113,1769549
216281557,0,0,2,25,99,1600100
216281557,0,0,2,29,95,1570786
216281557,0,0,1,32,79,1360824
216281556,0,0,1,25,90,1761943
216281556,0,0,2,25,118,1785144
216281556,0,0,1,29,108,1701763
216281556,0,0,2,32,40,805795
216281556,0,0,2,29,74,1185855
216281556,0,0,2,25,130,2285387
216281556,0,0,1,25,120,1887809
216281556,0,0,1,25,83,1299063
216281556,0,0,2,29,86,1324588
216281556,0,0,2,25,104,2142401
216281556,0,0,1,25,87,1245509
216281556,0,0,2,25,115,1948245
216281556,0,0,2,33,81,1256446
216281556,0,0,2,28,136,2029606
216281556,0,0,1,30,70,1072996
216281556,0,0,2,26,134,2050365
216281556,0,0,1,27,89,1307517
216281556,0,0,1,25,86,1461706
216281556,0,0,1,26,118,1876077
216281556,0,0,2,28,66,1064608
216281556,0,0,2,27,89,1202254
216281556,0,0,2,27,82,1260499
216281556,0,0,1,31,54,1010573
216281555,0,0,1,29,130,1879560
216281555,0,0,1,25,88,1334785
216281555,0,0,1,25,69,1048245
216281555,0,0,1,35,52,827618
216281555,0,0,1,25,102,1451417
216281555,0,0,1,25,78,1234843
216281555,0,0,2,27,108,2388954
216281555,0,0,2,26,116,1878851
216281555,0,0,2,34,84,1284832
216281555,0,0,1,25,126,2029288
216281555,0,0,1,32,47,968798
216281555,0,0,2,29,93,1566996
216281555,0,0,1,29,49,910152
216281555,0,0,2,30,89,1405444
216281555,0,0,2,26,97,1397995
216281555,0,0,2,28,62,1022388
216281555,0,0,2,29,80,1272145
216281555,0,0,2,29,64,1102960
216281555,0,0,1,25,124,1775205
216281555,0,0,2,29,81,1288002
216281555,0,0,2,25,87,1435134
216281555,0,0,2,28,134,2027404
216281555,0,0,2,26,117,1832697
216281555,0,0,2,25,95,1390577
216281555,0,0,1,34,51,794689
216281555,0,0,1,25,96,1785503
216281554,0,0,2,31,56,1021627
216281554,0,0,2,25,93,1287797
216281554,0,0,1,27,103,1602001
216281554,0,0,1,25,64,950122
216281554,0,0,2,25,109,1540926
216281554,0,0,2,26,142,2061773
216281554,0,0,2,25,110,1549196
216281554,0,0,2,25,109,1497183
216281554,0,0,1,25,90,1348485
216281554,0,0,1,25,132,2543956
216281554,0,0,1,25,72,1153486
216281554,0,0,2,32,71,1040692
216281554,0,0,1,30,54,867057
216281554,0,0,1,25,58,1166237
216281554,0,0,2,25,87,1588418
216281554,0,0,2,25,80,1310948
216281554,0,0,1,30,66,1506598
216281554,0,0,1,25,83,1402202
216281554,0,0,2,29,67,1183670
216281554,0,0,1,25,93,1805304
216281554,0,0,2,28,90,1486368
216281554,0,0,2,30,72,1246366
216281554,0,0,2,27,145,2151311
216281554,0,0,2,25,115,1873877
216281553,0,0,2,27,119,1857946
216281553,0,0,2,32,62,1088525
216281553,0,0,2,32,84,1358841
216281553,0,0,1,25,55,933765
216281553,0,0,2,25,135,1993181
216281553,0,0,2,25,76,1293054
216281553,0,0,2,27,131,2251387
216281553,0,0,1,28,98,1822239
216281553,0,0,1,25,105,1665918
216281553,0,0,1,28,99,1536517
216281553,0,0,2,27,117,1787569
216281553,0,0,1,26,146,2336768
216281553,0,0,1,29,111,1791224
216281553,0,0,1,25,76,1301731
216281553,0,0,2,27,106,1689548
216281553,0,0,1,25,65,1193135
216281553,0,0,2,25,130,1860864
216281553,0,0,1,25,87,1371580
216281553,0,0,1,27,125,1957511
216281553,0,0,1,26,74,1308073
216281553,0,0,1,25,73,1134171
216281553,0,0,2,28,69,1131474
216281553,0,0,2,25,96,2010315
216281553,0,0,1,29,95,1569707
216281552,0,0,1,26,82,1309399
216281552,0,0,1,28,62,1297577
216281552,0,0,2,25,106,2022981
216281552,0,0,1,28,109,1899802
216281552,0,0,1,32,46,928402
216281552,0,0,2,25,160,2586836
216281552,0,0,1,27,126,1989757
216281552,0,0,2,29,117,2905448
216281552,0,0,1,25,108,1546294
216281552,0,0,2,27,130,1935146
216281552,0,0,2,25,117,1864405
216281552,0,0,2,25,70,1076443
216281552,0,0,2,25,114,1692846
216281552,0,0,2,25,53,983913
216281552,0,0,2,25,93,1545932
216281552,0,0,2,30,121,1925762
216281552,0,0,2,28,105,2131787
216281552,0,0,2,28,97,1737754
216281552,0,0,1,34,72,1149674
216281552,0,0,2,30,94,1527694
216281552,0,0,1,27,60,978580
216281552,0,0,1,25,88,1383580
216281552,0,0,1,27,152,2107845
216281552,0,0,1,31,45,766912
216281552,0,0,1,25,105,1556218
216281552,0,0,2,25,64,984801
216281551,0,0,2,25,121,2265990
216281551,0,0,1,25,87,1271991
216281551,0,0,2,25,122,1950549
216281551,0,0,2,29,64,1148579
216281551,0,0,2,25,114,1764177
216281551,0,0,2,25,82,1383740
216281551,0,0,1,27,94,1474294
216281551,0,0,2,25,116,2005065
216281551,0,0,1,32,123,1741648
216281551,0,0,2,25,111,1822343
216281551,0,0,2,28,50,1006950
216281551,0,0,1,25,62,1043337
216281551,0,0,2,25,86,1416481
216281551,0,0,2,29,81,1220883
216281551,0,0,1,26,76,1144324
216281551,0,0,1,27,65,1071231
216281551,0,0,2,25,87,1376875
216281551,0,0,2,34,90,1237427
216281551,0,0,2,27,121,1653737
216281551,0,0,1,25,114,1701820
216281551,0,0,2,26,111,2434768
216281551,0,0,2,25,122,2152442
216281551,0,0,2,25,92,1691312
216281550,0,0,2,25,91,1599487
216281550,0,0,2,27,147,2078436
216281550,0,0,2,29,76,1277330
216281550,0,0,1,29,107,1738404
216281550,0,0,1,25,100,1639831
216281550,0,0,2,29,65,1125153
216281550,0,0,2,25,125,1957639
216281550,0,0,1,25,87,1377243
216281550,0,0,2,25,96,1382400
216281550,0,0,1,26,97,1429817
216281550,0,0,1,25,53,887186
216281550,0,0,1,31,49,767597
216281550,0,0,2,25,122,1792525
216281550,0,0,1,25,85,1273215
216281550,0,0,1,25,114,1691820
216281550,0,0,2,25,125,1789008
216281550,0,0,1,25,73,1442444
216281550,0,0,2,25,66,1118827
216281550,0,0,2,25,132,2083008
216281550,0,0,2,28,83,1336771
216281550,0,0,2,31,66,1096081
216281550,0,0,2,25,88,1323708
216281550,0,0,2,25,77,1191975
216281550,0,0,1,25,60,1044176
216281550,0,0,2,33,41,822703
216281549,0,0,2,31,62,1141164
216281549,0,0,2,25,78,1820011
216281549,0,0,2,34,38,744929
216281549,0,0,1,29,84,1329152
216281549,0,0,1,25,92,1443338
216281549,0,0,2,30,56,919468
216281549,0,0,2,25,123,1874708
216281549,0,0,1,31,62,1092333
216281549,0,0,1,25,58,992595
216281549,0,0,2,25,141,1970749
216281549,0,0,2,30,60,939550
216281549,0,0,1,31,52,841787
216281549,0,0,1,31,46,742635
216281549,0,0,1,25,70,1062715
216281549,0,0,2,27,138,1951172
216281549,0,0,2,28,94,1368564
216281549,0,0,1,31,55,934592
216281549,0,0,1,25,80,1202325
216281549,0,0,1,25,122,1824647
216281549,0,0,2,29,124,2037212
216281549,0,0,2,31,72,1181797
216281549,0,0,1,25,86,1308603
216281549,0,0,1,25,68,1700632
216281549,0,0,1,27,87,1365162
216281549,0,0,1,27,122,1977017
216281549,0,0,2,25,96,1546940
216281548,0,0,2,32,101,1785748
216281548,0,0,1,25,89,1445737
216281548,0,0,2,25,92,1511089
216281548,0,0,2,25,160,2411573
216281548,0,0,2,28,63,1028670
216281548,0,0,2,30,100,2067069
216281548,0,0,2,26,86,1533854
216281548,0,0,2,30,67,979341
216281548,0,0,1,25,97,1757287
216281548,0,0,1,27,100,1724558
216281548,0,0,1,25,70,1025640
216281548,0,0,1,29,116,1793278
216281548,0,0,2,25,140,2121287
216281548,0,0,1,25,82,1350491
216281548,0,0,1,26,84,1269366
216281548,0,0,2,33,59,1011530
216281548,0,0,2,25,104,1768297
216281548,0,0,2,25,128,1952663
216281548,0,0,2,30,71,967378
216281548,0,0,1,29,133,1716332
216281548,0,0,2,28,96,1489425
216281548,0,0,2,28,113,1784452
216281548,0,0,2,28,82,1209302
216281548,0,0,1,30,66,974466
216281548,0,0,1,25,72,1166613
216281547,0,0,2,25,108,1797010
216281547,0,0,2,25,100,1367140
216281547,0,0,1,32,65,1026206
216281547,0,0,2,25,132,1977598
216281547,0,0,1,30,61,881801
216281547,0,0,1,25,99,1445983
216281547,0,0,2,31,60,1062342
216281547,0,0,2,33,35,644996
216281547,0,0,2,27,60,947602
216281547,0,0,1,25,102,1517766
216281547,0,0,1,25,119,2049455
216281547,0,0,1,27,58,1101132
216281547,0,0,1,34,45,948711
216281547,0,0,2,25,100,1660554
216281547,0,0,1,25,136,2253147
216281547,0,0,2,25,112,1735769
216281547,0,0,1,27,130,1987624
216281547,0,0,1,28,74,1225606
216281547,0,0,2,27,83,1297514
216281547,0,0,1,25,87,1474797
216281547,0,0,2,25,83,1256199
216281547,0,0,2,25,98,1492794
216281547,0,0,2,29,85,1279965
216281547,0,0,2,28,61,1048082
216281546,0,0,2,26,96,1627897
216281546,0,0,2,25,84,1348416
216281546,0,0,1,30,39,723608
216281546,0,0,2,29,82,1319629
216281546,0,0,2,27,120,2025232
216281546,0,0,2,28,80,1107988
216281546,0,0,1,25,79,1958778
216281546,0,0,2,33,44,796358
216281546,0,0,2,25,82,1382282
216281546,0,0,1,25,89,1278940
216281546,0,0,2,33,55,942647
216281546,0,0,1,25,89,1280355
216281546,0,0,1,31,89,1238222
216281546,0,0,2,25,84,1407642
216281546,0,0,1,25,86,1265900
216281546,0,0,1,25,91,1354686
216281546,0,0,2,31,96,1412408
216281546,0,0,1,25,121,2214532
216281546,0,0,2,26,106,1894669
216281546,0,0,2,26,71,1500525
216281546,0,0,1,32,115,1722849
216281546,0,0,1,25,86,1435154
216281546,0,0,1,26,78,1505075
216281546,0,0,2,25,108,1812144
216281546,0,0,1,25,86,1363360
216281545,0,0,1,25,54,1001301
216281545,0,0,1,25,104,2073346
216281545,0,0,2,25,88,1422171
216281545,0,0,1,39,22,583995
216281545,0,0,1,25,70,1156892
216281545,0,0,1,25,94,1581199
216281545,0,0,1,25,158,2390532
216281545,0,0,2,25,78,1219472
216281545,0,0,1,27,56,957427
216281545,0,0,2,25,105,1561673
216281545,0,0,1,32,90,1341150
216281545,0,0,1,25,123,2266230
216281545,0,0,2,31,65,1042270
216281545,0,0,2,31,53,828260
216281545,0,0,2,30,81,1158325
216281545,0,0,1,26,101,1537066
216281545,0,0,2,25,127,1781191
216281545,0,0,1,27,96,1447920
216281545,0,0,2,30,120,1773962
216281545,0,0,1,25,82,1266665
216281545,0,0,2,37,24,547005
216281545,0,0,2,28,108,1659791
216281545,0,0,2,25,50,1037152
216281545,0,0,1,28,51,924317
216281545,0,0,2,32,64,1077911
216281545,0,0,2,29,93,1446608
216281544,0,0,2,25,67,1000504
216281544,0,0,1,25,100,1440831
216281544,0,0,2,25,123,1819961
216281544,0,0,1,25,117,1664301
216281544,0,0,2,35,30,642150
216281544,0,0,2,25,130,2052378
216281544,0,0,2,28,80,1661478
216281544,0,0,1,25,119,2066325
216281544,0,0,2,25,98,1581072
216281544,0,0,1,31,78,1297018
216281544,0,0,1,26,126,2405965
216281544,0,0,1,33,55,988682
216281544,0,0,1,25,107,1806553
216281544,0,0,1,25,76,1268392
216281544,0,0,1,29,54,1220132
216281544,0,0,2,25,89,1901491
216281544,0,0,2,28,48,862532
216281544,0,0,1,25,127,1926102
216281544,0,0,1,26,86,1323879
216281544,0,0,1,25,108,1571099
216281544,0,0,2,25,74,1192658
216281544,0,0,2,29,129,1979932
216281544,0,0,1,25,89,1479907
216281544,0,0,2,32,77,1256656
216281543,0,0,1,29,90,1292393
216281543,0,0,2,25,120,2658051
216281543,0,0,1,26,116,1573964
216281543,0,0,2,25,52,1252782
216281543,0,0,2,25,84,1479702
216281543,0,0,2,25,82,1377871
216281543,0,0,2,32,92,1341351
216281543,0,0,2,25,129,1991834
216281543,0,0,1,25,108,1922531
216281543,0,0,2,26,136,2271235
216281543,0,0,2,25,124,2415672
216281543,0,0,2,25,64,1071602
216281543,0,0,2,25,72,1126693
216281543,0,0,1,25,108,1529734
216281543,0,0,1,25,106,1510480
216281543,0,0,1,25,65,1117318
216281543,0,0,1,25,108,1623524
216281543,0,0,1,26,113,1781422
216281543,0,0,2,25,107,1502023
216281543,0,0,1,29,93,1365172
216281543,0,0,1,32,41,1319703
216281543,0,0,2,25,107,1817017
216281542,0,0,1,28,101,1558754
216281542,0,0,2,27,93,1527190
216281542,0,0,2,29,75,1283640
216281542,0,0,1,25,103,1633957
216281542,0,0,2,25,127,2178066
216281542,0,0,2,25,99,1505319
216281542,0,0,2,28,124,2094418
216281542,0,0,2,25,106,1716893
216281542,0,0,2,25,102,1524330
216281542,0,0,1,25,134,1927025
216281542,0,0,2,26,77,1199278
216281542,0,0,1,25,76,1144068
216281542,0,0,2,28,89,1345056
216281542,0,0,2,30,86,1273513
216281542,0,0,2,32,66,1123105
216281542,0,0,1,33,70,1130365
216281542,0,0,2,25,103,1881500
216281542,0,0,2,27,89,1744730
216281542,0,0,1,25,104,1651741
216281542,0,0,2,27,113,1721727
216281542,0,0,2,31,36,689311
216281542,0,0,1,25,86,1331207
216281542,0,0,2,25,90,1459922
216281542,0,0,1,25,57,1065798
216281542,0,0,2,26,70,1314597
216281541,0,0,1,29,80,1598910
216281541,0,0,2,27,88,1332853
216281541,0,0,2,31,96,2078853
216281541,0,0,2,27,74,1138170
216281541,0,0,2,25,81,1327987
216281541,0,0,1,28,108,1764072
216281541,0,0,1,25,73,1163043
216281541,0,0,1,26,116,1714671
216281541,0,0,2,31,115,1618511
216281541,0,0,2,31,84,1430055
216281541,0,0,2,25,125,2238598
216281541,0,0,1,25,84,1421615
216281541,0,0,2,25,83,1549562
216281541,0,0,2,29,109,1697049
216281541,0,0,2,27,123,2045057
216281541,0,0,2,25,98,2076701
216281541,0,0,2,25,127,1914765
216281541,0,0,2,25,117,1749419
216281541,0,0,1,25,80,1175847
216281541,0,0,1,33,74,1107975
216281541,0,0,2,30,70,1069192
216281541,0,0,2,25,135,2604797
216281541,0,0,1,25,60,892451
216281541,0,0,2,25,90,1426715
216281541,0,0,2,25,64,990034
216281541,0,0,1,32,45,770725
216281540,0,0,2,27,84,1245697
216281540,0,0,2,25,149,2163890
216281540,0,0,2,25,93,1670975
216281540,0,0,2,25,100,1550415
216281540,0,0,2,36,76,1303531
216281540,0,0,1,27,86,1448461
216281540,0,0,1,26,131,2045354
216281540,0,0,1,29,60,1006739
216281540,0,0,2,25,109,1721705
216281540,0,0,1,30,136,2042512
216281540,0,0,2,27,102,1673350
216281540,0,0,2,33,59,1009677
216281540,0,0,2,25,114,1742783
216281540,0,0,2,25,89,1402889
216281540,0,0,2,30,76,1361760
216281540,0,0,2,27,81,1203266
216281540,0,0,2,28,90,1428294
216281540,0,0,1,25,87,1612567
216281540,0,0,1,25,85,1269022
216281540,0,0,2,25,157,2261054
216281540,0,0,1,29,114,1898087
216281540,0,0,2,26,100,1853591
216281540,0,0,2,28,101,1615223
216281540,0,0,2,28,113,2185001
216281540,0,0,2,25,106,1630930
216281540,0,0,2,26,119,1868995
216281540,0,0,2,29,109,1838204
216281539,0,0,2,25,159,2548583
216281539,0,0,2,25,138,2199640
216281539,0,0,2,25,65,1077261
216281539,0,0,1,32,41,733708
216281539,0,0,2,25,102,1570796
216281539,0,0,1,25,95,2039156
216281539,0,0,2,28,121,1735193
216281539,0,0,2,25,109,1672710
216281539,0,0,1,27,133,2016871
216281539,0,0,1,25,90,1589631
216281539,0,0,1,25,78,1179287
216281539,0,0,1,25,66,1055906
216281539,0,0,2,26,91,1312962
216281539,0,0,1,25,119,1681157
216281539,0,0,2,31,44,719996
216281539,0,0,1,26,88,1851474
216281539,0,0,2,25,52,917204
216281539,0,0,2,28,97,1621476
216281539,0,0,1,25,71,1348036
216281539,0,0,2,25,103,1651215
216281539,0,0,2,31,52,900733
216281539,0,0,1,26,152,2303264
216281539,0,0,1,25,142,2192280
216281539,0,0,2,29,76,1244773
216281539,0,0,2,25,97,1486191
216281539,0,0,2,30,47,907931
216281539,0,0,2,25,142,2199757
216281538,0,0,1,27,102,1887221
216281538,0,0,2,25,90,1400388
216281538,0,0,2,32,64,1110346
216281538,0,0,1,25,117,1825830
216281538,0,0,2,25,80,1268293
216281538,0,0,2,28,97,1538851
216281538,0,0,1,26,78,1358455
216281538,0,0,1,26,107,2271658
216281538,0,0,2,31,83,1276283
216281538,0,0,1,26,138,2213730
216281538,0,0,2,25,96,1575839
216281538,0,0,2,25,143,2213345
216281538,0,0,2,29,109,1675063
216281538,0,0,2,31,44,871321
216281538,0,0,2,25,90,1488732
216281538,0,0,1,25,76,1356852
216281538,0,0,1,25,72,1453281
216281538,0,0,2,25,121,1952427
216281538,0,0,1,25,103,1578671
216281538,0,0,1,25,72,1476880
216281538,0,0,2,25,64,1250078
216281538,0,0,2,28,114,1850817
216281538,0,0,1,27,66,1159197
216281538,0,0,2,25,85,1407964
216281538,0,0,1,26,100,1730510
216281538,0,0,1,25,103,2283175
216281538,0,0,1,30,58,957075
216281537,0,0,2,34,47,844955
216281537,0,0,1,25,66,1270957
216281537,0,0,1,27,43,840851
216281537,0,0,2,26,122,1842477
216281537,0,0,2,25,92,1488760
216281537,0,0,2,25,114,1799613
216281537,0,0,2,26,97,1574002
216281537,0,0,1,25,108,1617939
216281537,0,0,2,25,114,2165407
216281537,0,0,1,25,68,1206556
216281537,0,0,2,31,85,1228900
216281537,0,0,2,25,145,2297002
216281537,0,0,1,25,54,936394
216281537,0,0,2,28,56,942724
216281537,0,0,2,25,77,1200329
216281537,0,0,2,27,68,1035196
216281537,0,0,2,27,97,1394646
216281537,0,0,1,25,94,1340840
216281537,0,0,1,26,137,2172167
216281537,0,0,2,25,72,1151933
216281537,0,0,2,25,78,1319392
216281537,0,0,1,25,76,1202642
216281537,0,0,1,25,131,1868177
216281536,0,0,1,34,66,982848
216281536,0,0,2,32,66,985664
216281536,0,0,2,25,113,1561334
216281536,0,0,2,25,58,919802
216281536,0,0,2,29,111,1892439
216281536,0,0,1,25,130,2106808
216281536,0,0,2,25,63,1284707
216281536,0,0,2,25,115,1917087
216281536,0,0,1,25,104,1671448
216281536,0,0,2,32,86,1504033
216281536,0,0,1,25,104,1603381
216281536,0,0,2,25,90,1643115
216281536,0,0,2,26,104,1590693
216281536,0,0,1,27,99,1591102
216281536,0,0,2,34,46,809641
216281536,0,0,2,25,70,1999156
216281536,0,0,2,29,100,1556049
216281536,0,0,1,27,111,1687645
216281536,0,0,2,25,90,1308851
216281536,0,0,2,30,91,1467163
216281536,0,0,2,25,147,2498124
216281536,0,0,1,25,68,1513452
216281536,0,0,2,29,84,1409043
216281536,0,0,2,30,57,1024354
216281536,0,0,1,30,73,1251791
216281536,0,0,1,25,145,2283501
216281599,0,0,2,26,119,1855368
216281599,0,0,2,28,101,1624060
216281599,0,0,2,25,70,1867040
216281599,0,0,2,25,100,2505359
216281599,0,0,1,29,100,2768786
216281599,0,0,1,31,75,2066133
216281599,0,0,1,26,82,2281635
216281599,0,0,2,25,59,1883570
216281599,0,0,1,25,97,2490627
216281599,0,0,2,25,98,2363962
216281599,0,0,2,28,65,1927418
216281599,0,0,1,27,117,2904082
216281599,0,0,2,25,80,2009301
216281599,0,0,2,25,65,1191790
216281599,0,0,2,34,77,1321484
216281599,0,0,1,27,124,2241507
216281599,0,0,1,30,83,1516249
216281599,0,0,1,25,84,1524709
216281599,0,0,2,29,49,1042081
216281599,0,0,1,31,90,1547251
216281599,0,0,2,25,97,1664593
216281599,0,0,1,25,61,1099471
216281599,0,0,2,30,102,1571783
216281599,0,0,1,30,65,1123387
216281599,0,0,2,27,94,1525468
216281599,0,0,1,27,64,1159426
216281599,0,0,1,25,135,2159157
216281598,0,0,2,25,128,1972736
216281598,0,0,1,25,85,1468666
216281598,0,0,2,25,112,1972258
216281598,0,0,2,25,109,1970023
216281598,0,0,2,25,59,1182248
216281598,0,0,2,25,105,2210607
216281598,0,0,1,25,66,1373734
216281598,0,0,2,26,67,1372960
216281598,0,0,2,25,66,1375561
216281598,0,0,1,31,76,1726872
216281598,0,0,2,32,80,1672083
216281598,0,0,1,29,108,2113887
216281598,0,0,1,29,81,1556217
216281598,0,0,2,25,125,2297018
216281598,0,0,1,25,66,1291466
216281598,0,0,1,25,89,1667366
216281598,0,0,2,25,99,1929604
216281598,0,0,1,27,72,1457993
216281598,0,0,1,25,97,1793082
216281598,0,0,1,25,131,2327470
216281598,0,0,2,25,85,1651807
216281598,0,0,1,29,48,976609
216281598,0,0,1,26,158,2868344
216281598,0,0,1,25,79,1384650
216281598,0,0,2,25,84,1509230
216281598,0,0,2,35,32,764027
216281598,0,0,2,25,104,1684363
216281597,0,0,1,25,52,963275
216281597,0,0,2,25,137,2143827
216281597,0,0,1,28,65,1024060
216281597,0,0,2,27,131,1942810
216281597,0,0,1,25,93,1416694
216281597,0,0,1,25,93,1429711
216281597,0,0,1,25,74,1211080
216281597,0,0,1,25,93,1443819
216281597,0,0,2,25,95,1521758
216281597,0,0,1,25,92,2114415
216281597,0,0,2,26,71,1385564
216281597,0,0,2,26,88,1439693
216281597,0,0,2,25,135,2040817
216281597,0,0,2,25,84,1649144
216281597,0,0,2,26,87,1677568
216281597,0,0,2,25,69,1151120
216281596,0,0,1,25,103,1594108
216281596,0,0,1,25,117,2486344
216281596,0,0,2,32,36,837648
216281596,0,0,2,30,91,1477334
216281596,0,0,1,27,124,1896462
216281596,0,0,1,25,77,1195671
216281596,0,0,2,25,64,1097574
216281596,0,0,2,29,89,1398435
216281596,0,0,2,25,111,1747997
216281596,0,0,2,25,94,1527571
216281596,0,0,2,30,104,1688399
216281596,0,0,1,25,102,2376081
216281596,0,0,1,25,114,1612942
216281596,0,0,2,26,91,1386872
216281596,0,0,2,25,79,1264189
216281596,0,0,1,29,67,1111160
216281595,0,0,1,26,137,1921501
216281595,0,0,2,25,93,1460638
216281595,0,0,2,25,72,1131874
216281595,0,0,1,32,77,1256988
216281595,0,0,2,25,132,2019307
216281595,0,0,2,25,73,1903556
216281595,0,0,2,25,66,1118784
216281595,0,0,2,29,103,1594489
216281595,0,0,2,27,81,1185164
216281595,0,0,1,32,39,756215
216281595,0,0,2,30,106,1559310
216281595,0,0,1,25,74,1118610
216281595,0,0,2,25,107,1633618
216281595,0,0,1,27,77,1224536
216281595,0,0,1,25,80,1214232
216281595,0,0,2,26,131,1915079
216281594,0,0,1,26,67,1246111
216281594,0,0,2,28,121,2328802
216281594,0,0,1,25,83,1403446
216281594,0,0,2,32,56,998550
216281594,0,0,1,32,62,1166172
216281594,0,0,1,25,115,1773314
216281594,0,0,2,33,66,1057041
216281594,0,0,2,28,129,1971179
216281594,0,0,2,25,58,941945
216281594,0,0,1,26,150,2861509
216281594,0,0,1,25,106,1515043
216281594,0,0,1,29,143,1953343
216281594,0,0,2,28,116,1729042
